頭文字,製品名,登録番号,列1,用途,有効成分-1,RACｺｰﾄﾞ-1,有効成分-2,RACｺｰﾄﾞ-2,有効成分-3,RACｺｰﾄﾞ-3,有効成分-4,RACｺｰﾄﾞ-4,有効成分-5,RACｺｰﾄﾞ-5
漢字,日産ｸﾘﾝﾁｬｰEW,19196,,除草剤,ｼﾊﾛﾎｯﾌﾟﾌﾞﾁﾙ,1,,,,,,,,
ホ,ﾎｸｺｰｸﾘﾝﾁｬｰEW,19197,,除草剤,ｼﾊﾛﾎｯﾌﾟﾌﾞﾁﾙ,1,,,,,,,,
ア,ｱｸﾞﾛｽｸﾘﾝﾁｬｰEW,19198,,除草剤,ｼﾊﾛﾎｯﾌﾟﾌﾞﾁﾙ,1,,,,,,,,
ク,ｸﾘﾝﾁｬｰﾊﾞｽME液剤,19200,,除草剤,ｼﾊﾛﾎｯﾌﾟﾌﾞﾁﾙ,1,ﾍﾞﾝﾀｿﾞﾝﾅﾄﾘｳﾑ塩,6,,,,,,
漢字,日産ｸﾘﾝﾁｬｰﾊﾞｽME液剤,19201,,除草剤,ｼﾊﾛﾎｯﾌﾟﾌﾞﾁﾙ,1,ﾍﾞﾝﾀｿﾞﾝﾅﾄﾘｳﾑ塩,6,,,,,,
ホ,ﾎｸｺｰｸﾘﾝﾁｬｰﾊﾞｽME液剤,19202,,除草剤,ｼﾊﾛﾎｯﾌﾟﾌﾞﾁﾙ,1,ﾍﾞﾝﾀｿﾞﾝﾅﾄﾘｳﾑ塩,6,,,,,,
漢字,日農ｸﾘﾝﾁｬｰﾊﾞｽME液剤,19203,,除草剤,ｼﾊﾛﾎｯﾌﾟﾌﾞﾁﾙ,1,ﾍﾞﾝﾀｿﾞﾝﾅﾄﾘｳﾑ塩,6,,,,,,
ホ,ﾎｸﾄ粒剤,19214,,除草剤,ｼﾊﾛﾎｯﾌﾟﾌﾞﾁﾙ,1,ｼﾞﾒﾀﾒﾄﾘﾝ,5,ﾋﾟﾗｿﾞｽﾙﾌﾛﾝｴﾁﾙ,2,ﾌﾟﾚﾁﾗｸﾛｰﾙ,15,,
ハ,ﾊｰﾓﾆｰ細粒剤F,19275,,除草剤,ﾁﾌｪﾝｽﾙﾌﾛﾝﾒﾁﾙ,2,,,,,,,,
ク,ｸﾞﾗﾄｯﾌﾟDF,19285,,除草剤,ﾊﾛｽﾙﾌﾛﾝﾒﾁﾙ,2,ﾌﾟﾛｼﾞｱﾐﾝ,3,,,,,,
S,SDSｸﾞﾗﾄｯﾌﾟDF,19286,,除草剤,ﾊﾛｽﾙﾌﾛﾝﾒﾁﾙ,2,ﾌﾟﾛｼﾞｱﾐﾝ,3,,,,,,
ハ,ﾊﾞｯｸｱｯﾌﾟ粒剤,19296,,除草剤,ｶﾙﾌﾞﾁﾚｰﾄ,「-」,,,,,,,,
ラ,ﾗﾑﾛｰﾄﾞ,19318,,除草剤,ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,9,,,,,,,,
ラ,ﾗｳﾝﾄﾞｱｯﾌﾟﾄﾞﾗｲ,19351,,除草剤,ｸﾞﾘﾎｻｰﾄｱﾝﾓﾆｳﾑ塩,9,,,,,,,,
ハ,ﾊｲﾒﾄﾞｳ水和剤,19395,,除草剤,ｶﾌｪﾝｽﾄﾛｰﾙ,15,,,,,,,,
S,SDSｸﾗｯｼｭ1ｷﾛ粒剤,19410,,除草剤,ｲﾏｿﾞｽﾙﾌﾛﾝ,2,ｶﾌｪﾝｽﾄﾛｰﾙ,15,ﾀﾞｲﾑﾛﾝ,0,,,,
ク,ｸﾗｯｼｭ1ｷﾛ粒剤,19411,,除草剤,ｲﾏｿﾞｽﾙﾌﾛﾝ,2,ｶﾌｪﾝｽﾄﾛｰﾙ,15,ﾀﾞｲﾑﾛﾝ,0,,,,
漢字,永光ｳｨｰﾄﾞﾚｽ粒剤17,19416,,除草剤,ｶﾌｪﾝｽﾄﾛｰﾙ,15,ﾀﾞｲﾑﾛﾝ,0,ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ,2,,,,
フ,ﾌﾞﾗｽｺﾝM液剤,19569,,除草剤,MCPAｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,4,,,,,,,,
漢字,家庭園芸用ﾀﾞｲﾛﾝ微粒剤,19574,,除草剤,DCMU,5,,,,,,,,
漢字,永光ｸｻﾄﾘｴｰｽLｼﾞｬﾝﾎﾞ,19614,,除草剤,ｶﾌｪﾝｽﾄﾛｰﾙ,15,ﾀﾞｲﾑﾛﾝ,0,ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ,2,,,,
ク,ｸｻﾄﾘｴｰｽLｼﾞｬﾝﾎﾞ,19615,,除草剤,ｶﾌｪﾝｽﾄﾛｰﾙ,15,ﾀﾞｲﾑﾛﾝ,0,ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ,2,,,,
カ,ｶﾞﾚｰｽ乳剤,19638,,除草剤,ｼﾞﾌﾙﾌｪﾆｶﾝ,12,ﾄﾘﾌﾙﾗﾘﾝ,3,,,,,,
ノ,ﾉﾐﾆｰ液剤,19642,,除草剤,ﾋﾞｽﾋﾟﾘﾊﾞｯｸﾅﾄﾘｳﾑ塩,2,,,,,,,,
ク,ｸﾞﾗｽｼｮｰﾄ液剤,19643,,除草剤,ﾋﾞｽﾋﾟﾘﾊﾞｯｸﾅﾄﾘｳﾑ塩,2,,,,,,,,
漢字,理研ｼｮｰﾄｷｰﾌﾟ液剤,19644,,除草剤,ﾋﾞｽﾋﾟﾘﾊﾞｯｸﾅﾄﾘｳﾑ塩,2,,,,,,,,
ア,ｱｸﾞﾛﾏｯｸｽ水和剤,19651,,除草剤,ﾌﾟﾛﾋﾟｻﾞﾐﾄﾞ,3,,,,,,,,
ク,ｸｻﾌﾞﾛｰ,19688,,除草剤,ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,9,,,,,,,,
フ,ﾌﾘｰﾊﾟｽ,19689,,除草剤,ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,9,,,,,,,,
カ,ｶﾀﾅ顆粒水和剤,19706,,除草剤,ﾌﾗｻﾞｽﾙﾌﾛﾝ,2,,,,,,,,
カ,ｶﾀﾅ水和剤,19707,,除草剤,ﾌﾗｻﾞｽﾙﾌﾛﾝ,2,,,,,,,,
イ,ｲﾁﾖﾝﾏﾙｼﾞｬﾝﾎﾞ60,19708,,除草剤,ｼｸﾛｽﾙﾌｧﾑﾛﾝ,2,,,,,,,,
エ,ｴｺﾄｯﾌﾟ乳剤,19716,,除草剤,ｼﾞﾒﾃﾅﾐﾄﾞ,15,ﾘﾆｭﾛﾝ,5,,,,,,
S,SDSｴｺﾄｯﾌﾟ乳剤,19717,,除草剤,ｼﾞﾒﾃﾅﾐﾄﾞ,15,ﾘﾆｭﾛﾝ,5,,,,,,
漢字,丸和ｴｺﾄｯﾌﾟ乳剤,19719,,除草剤,ｼﾞﾒﾃﾅﾐﾄﾞ,15,ﾘﾆｭﾛﾝ,5,,,,,,
ク,ｸﾞﾘﾎｴｷｽ液剤0.4,19743,,除草剤,ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,9,,,,,,,,
漢字,園芸用ｻﾝﾌｰﾛﾝ液剤,19744,,除草剤,ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,9,,,,,,,,
ウ,ｳﾘﾎｽ1ｷﾛ粒剤,19749,,除草剤,ｼﾞﾒﾀﾒﾄﾘﾝ,5,ﾋﾟﾗｿﾞﾚｰﾄ,27,ﾌﾟﾚﾁﾗｸﾛｰﾙ,15,ﾍﾞﾝﾌﾚｾｰﾄ,15,,
サ,ｻﾝｼｰﾙﾄﾞ水和剤,19750,,除草剤,ｶﾌｪﾝｽﾄﾛｰﾙ,15,ﾊﾛｽﾙﾌﾛﾝﾒﾁﾙ,2,,,,,,
イ,ｲﾃﾞﾄｯﾌﾟﾌﾛｱﾌﾞﾙ,19758,,除草剤,ﾄﾘｱｼﾞﾌﾗﾑ,29,,,,,,,,
ハ,ﾊﾞﾝﾍﾞﾙ-D粒剤,19781,,除草剤,MDBA,4,,,,,,,,
ア,ｱﾙﾊｰﾌﾞﾌﾛｱﾌﾞﾙ,19784,,除草剤,ﾃﾆﾙｸﾛｰﾙ,15,,,,,,,,
ク,ｸﾘﾝﾁｬｰｼﾞｬﾝﾎﾞ,19791,,除草剤,ｼﾊﾛﾎｯﾌﾟﾌﾞﾁﾙ,1,,,,,,,,
漢字,日産ｸﾘﾝﾁｬｰｼﾞｬﾝﾎﾞ,19792,,除草剤,ｼﾊﾛﾎｯﾌﾟﾌﾞﾁﾙ,1,,,,,,,,
ホ,ﾎｸｺｰｸﾘﾝﾁｬｰｼﾞｬﾝﾎﾞ,19793,,除草剤,ｼﾊﾛﾎｯﾌﾟﾌﾞﾁﾙ,1,,,,,,,,
ア,ｱｸﾞﾛｽｸﾘﾝﾁｬｰｼﾞｬﾝﾎﾞ,19794,,除草剤,ｼﾊﾛﾎｯﾌﾟﾌﾞﾁﾙ,1,,,,,,,,
漢字,日農ｸﾘﾝﾁｬｰｼﾞｬﾝﾎﾞ,19795,,除草剤,ｼﾊﾛﾎｯﾌﾟﾌﾞﾁﾙ,1,,,,,,,,
ヘ,ﾍﾞｸｻｰﾌﾛｱﾌﾞﾙ,19845,,除草剤,ﾍﾟﾝﾄｷｻｿﾞﾝ,14,,,,,,,,
ヘ,ﾍﾞｸｻｰ1ｷﾛ粒剤,19847,,除草剤,ﾍﾟﾝﾄｷｻｿﾞﾝ,14,,,,,,,,
テ,ﾃﾏｶｯﾄﾌﾛｱﾌﾞﾙ,19848,,除草剤,ﾀﾞｲﾑﾛﾝ,0,ﾍﾟﾝﾄｷｻｿﾞﾝ,14,,,,,,
S,SDSﾃﾏｶｯﾄﾌﾛｱﾌﾞﾙ,19849,,除草剤,ﾀﾞｲﾑﾛﾝ,0,ﾍﾟﾝﾄｷｻｿﾞﾝ,14,,,,,,
漢字,日産草笛ﾌﾛｱﾌﾞﾙ,19853,,除草剤,ｸﾐﾙﾛﾝ,30,ﾍﾟﾝﾄｷｻｿﾞﾝ,14,,,,,,
漢字,科研草笛ｼﾞｬﾝﾎﾞ,19854,,除草剤,ｸﾐﾙﾛﾝ,30,ﾍﾟﾝﾄｷｻｿﾞﾝ,14,,,,,,
ユ,ﾕｰﾄﾋﾟｱ粒剤15,19869,,除草剤,ｼｸﾛｽﾙﾌｧﾑﾛﾝ,2,ﾍﾟﾝﾄｷｻｿﾞﾝ,14,,,,,,
シ,ｼｮｷﾆｰﾌﾛｱﾌﾞﾙ,19872,,除草剤,ﾌﾞﾛﾓﾌﾞﾁﾄﾞ,30,ﾍﾟﾝﾄｷｻｿﾞﾝ,14,,,,,,
カ,ｶﾞﾚｰｽG,19880,,除草剤,ｼﾞﾌﾙﾌｪﾆｶﾝ,12,ﾄﾘﾌﾙﾗﾘﾝ,3,,,,,,
ク,ｸｻﾄﾙﾏﾝ粒剤,19910,,除草剤,ｶﾙﾌﾞﾁﾚｰﾄ,「-」,,,,,,,,
ク,ｸｻｸﾘｰﾝ液剤,19929,,除草剤,ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,9,,,,,,,,
ツ,ﾂﾊﾞｻ顆粒水和剤,19942,,除草剤,ｸﾞﾙﾎｼﾈｰﾄ,10,ﾌﾗｻﾞｽﾙﾌﾛﾝ,2,,,,,,
ホ,ﾎﾟﾙﾄﾌﾛｱﾌﾞﾙ,19966,,除草剤,ｷｻﾞﾛﾎｯﾌﾟｴﾁﾙ,1,,,,,,,,
漢字,家庭園芸用ﾎﾄﾞｶﾞﾔｻﾞｲﾄﾛﾝ微粒剤,19999,,除草剤,ﾄﾘｸﾛﾋﾟﾙﾌﾞﾄｷｼｴﾁﾙ,4,,,,,,,,
ハ,ﾊﾟﾜｰｶﾞｲｻﾞｰ液剤,20023,,除草剤,ｲﾏｻﾞﾓｯｸｽｱﾝﾓﾆｳﾑ塩,2,,,,,,,,
漢字,家庭園芸用ﾎﾄﾞｶﾞﾔｻﾞｲﾄﾛﾝｱﾐﾝ液剤,20047,,除草剤,ﾄﾘｸﾛﾋﾟﾙﾄﾘｴﾁﾙｱﾝﾓﾆｳﾑ,4,,,,,,,,
ナ,ﾅｲｽｼｮｯﾄｼﾞｬﾝﾎﾞ,20048,,除草剤,ｶﾌｪﾝｽﾄﾛｰﾙ,15,ﾋﾟﾗｿﾞﾚｰﾄ,27,ﾌﾞﾛﾓﾌﾞﾁﾄﾞ,30,,,,
漢字,日産ﾊｲﾒﾄﾞｳﾌﾛｱﾌﾞﾙ,20053,,除草剤,ｶﾌｪﾝｽﾄﾛｰﾙ,15,,,,,,,,
ハ,ﾊﾌﾟｰﾝ乳剤,20059,,除草剤,ｱﾗｸﾛｰﾙ,15,,,,,,,,
漢字,理研ﾊﾌﾟｰﾝ乳剤,20060,,除草剤,ｱﾗｸﾛｰﾙ,15,,,,,,,,
ハ,ﾊﾞｯｸｱｯﾌﾟﾌﾛｱﾌﾞﾙ,20063,,除草剤,ｶﾙﾌﾞﾁﾚｰﾄ,「-」,,,,,,,,
カ,ｶﾞﾘﾙ水和剤,20107,,除草剤,ｼﾞﾌﾙﾌｪﾆｶﾝ,12,IPC,23,,,,,,
ワ,ﾜﾝｻｲﾄﾞP乳剤,20123,,除草剤,ﾌﾙｱｼﾞﾎｯﾌﾟP,1,,,,,,,,
マ,ﾏｰｼｪｯﾄ乳剤,20131,,除草剤,ﾌﾞﾀｸﾛｰﾙ,15,,,,,,,,
シ,ｼｮｯｶｰﾌﾛｱﾌﾞﾙ,20137,,除草剤,ﾀﾞｲﾑﾛﾝ,0,ﾃﾆﾙｸﾛｰﾙ,15,,,,,,
マ,ﾏｽﾀﾘｰ粒剤,20141,,除草剤,ｼｱﾅｼﾞﾝ,5,DCBN,29,DCMU,5,,,,
ロ,ﾛｰﾄﾞｷｰﾊﾟｰ粒剤,20150,,除草剤,ｲｿｳﾛﾝ,5,ﾃﾄﾗﾋﾟｵﾝ,0,,,,,,
イ,ｲﾝﾌﾟｰﾙDF,20153,,除草剤,ﾊﾛｽﾙﾌﾛﾝﾒﾁﾙ,2,,,,,,,,
エ,ｴｲｹﾞﾝ粒剤,20154,,除草剤,ﾋﾟﾘﾌﾞﾁｶﾙﾌﾞ,"18(F*), 0(H*)",,,,,,,,
ユ,ﾕｰﾄﾋﾟｱ1ｷﾛ粒剤,20156,,除草剤,ｼｸﾛｽﾙﾌｧﾑﾛﾝ,2,ﾍﾟﾝﾄｷｻｿﾞﾝ,14,,,,,,
タ,ﾀｰﾝｱｳﾄ液剤,20161,,除草剤,ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,9,,,,,,,,
ウ,ｳｨｰﾄﾞｺﾛﾝ粒剤,20167,,除草剤,ﾌﾞﾛﾏｼﾙ,5,,,,,,,,
エ,ｴｺﾊﾟｰﾄﾌﾛｱﾌﾞﾙ,20184,,除草剤,ﾋﾟﾗﾌﾙﾌｪﾝｴﾁﾙ,14,,,,,,,,
D,DASｺﾝﾎﾞﾗﾙ,20198,,除草剤,ﾄﾘﾌﾙﾗﾘﾝ,3,ﾍﾟﾝﾃﾞｨﾒﾀﾘﾝ,3,,,,,,
D,DASｶﾞﾚｰｽ乳剤,20199,,除草剤,ｼﾞﾌﾙﾌｪﾆｶﾝ,12,ﾄﾘﾌﾙﾗﾘﾝ,3,,,,,,
D,DASｶﾞﾚｰｽG,20204,,除草剤,ｼﾞﾌﾙﾌｪﾆｶﾝ,12,ﾄﾘﾌﾙﾗﾘﾝ,3,,,,,,
シ,ｼｬﾄﾞｰ水和剤,20212,,除草剤,ﾊﾛｽﾙﾌﾛﾝﾒﾁﾙ,2,,,,,,,,
ウ,ｳﾘﾎｽﾌﾛｱﾌﾞﾙ,20292,,除草剤,ｼﾞﾒﾀﾒﾄﾘﾝ,5,ﾋﾟﾗｿﾞﾚｰﾄ,27,ﾌﾟﾚﾁﾗｸﾛｰﾙ,15,ﾍﾞﾝﾌﾚｾｰﾄ,15,,
フ,ﾌﾞﾛｰﾄﾞｽﾏｯｼｭSC,20315,,除草剤,ﾌﾛﾗｽﾗﾑ,2,,,,,,,,
漢字,草ﾉｺﾗｰｽﾞ,20333,,除草剤,ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,9,,,,,,,,
セ,ｾｯﾄｱｯﾌﾟDF,20339,,除草剤,ﾄﾘｱｼﾞﾌﾗﾑ,29,ﾊﾛｽﾙﾌﾛﾝﾒﾁﾙ,2,,,,,,
シ,ｼﾊﾞﾀｲﾄ40,20341,,除草剤,ｲﾏｿﾞｽﾙﾌﾛﾝ,2,,,,,,,,
ク,ｸﾞﾗﾝﾄﾞﾎﾞｰｲWDG,20349,,除草剤,ｸﾞﾙﾎｼﾈｰﾄ,10,ﾌﾙﾐｵｷｻｼﾞﾝ,14,,,,,,
ホ,ﾎｰﾈｽﾄ乳剤,20355,,除草剤,ﾃﾌﾟﾗﾛｷｼｼﾞﾑ,1,,,,,,,,
マ,ﾏﾙｶﾞﾘｰﾀﾞ,20389,,除草剤,ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,9,,,,,,,,
ク,ｸﾞﾗｯﾁｪ顆粒水和剤,20393,,除草剤,ｴﾄｷｼｽﾙﾌﾛﾝ,2,,,,,,,,
ハ,ﾊﾞｲｻﾞｰ水和剤,20396,,除草剤,ｼﾞﾁｵﾋﾟﾙ,3,,,,,,,,
ク,ｸﾗｯｼｭEXｼﾞｬﾝﾎﾞ,20407,,除草剤,ｲﾏｿﾞｽﾙﾌﾛﾝ,2,ｶﾌｪﾝｽﾄﾛｰﾙ,15,ﾀﾞｲﾑﾛﾝ,0,,,,
S,SDSｸﾗｯｼｭEXｼﾞｬﾝﾎﾞ,20409,,除草剤,ｲﾏｿﾞｽﾙﾌﾛﾝ,2,ｶﾌｪﾝｽﾄﾛｰﾙ,15,ﾀﾞｲﾑﾛﾝ,0,,,,
フ,ﾌﾙﾊｳｽﾌﾛｱﾌﾞﾙ,20411,,除草剤,ｵｷｻｼﾞｸﾛﾒﾎﾝ,30,,,,,,,,
漢字,日農ﾏｻｶﾘLｼﾞｬﾝﾎﾞ,20423,,除草剤,ｲﾝﾀﾞﾉﾌｧﾝ,15,ｸﾛﾒﾌﾟﾛｯﾌﾟ,4,ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ,2,,,,
サ,ｻﾗﾌﾞﾚｯﾄﾞﾌﾛｱﾌﾞﾙ,20434,,除草剤,ｲﾏｿﾞｽﾙﾌﾛﾝ,2,ｵｷｻｼﾞｸﾛﾒﾎﾝ,30,ﾀﾞｲﾑﾛﾝ,0,,,,
S,SDSｻﾗﾌﾞﾚｯﾄﾞﾌﾛｱﾌﾞﾙ,20435,,除草剤,ｲﾏｿﾞｽﾙﾌﾛﾝ,2,ｵｷｻｼﾞｸﾛﾒﾎﾝ,30,ﾀﾞｲﾑﾛﾝ,0,,,,
ミ,ﾐｽﾀｰﾎｰﾑﾗﾝLﾌﾛｱﾌﾞﾙ,20455,,除草剤,ｵｷｻｼﾞｸﾛﾒﾎﾝ,30,ｸﾛﾒﾌﾟﾛｯﾌﾟ,4,ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ,2,,,,
ト,ﾄｯﾌﾟｶﾞﾝﾌﾛｱﾌﾞﾙ,20491,,除草剤,ﾋﾟﾘﾐﾉﾊﾞｯｸﾒﾁﾙ,2,ﾌﾞﾛﾓﾌﾞﾁﾄﾞ,30,ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ,2,ﾍﾟﾝﾄｷｻｿﾞﾝ,14,,
ト,ﾄｯﾌﾟｶﾞﾝLﾌﾛｱﾌﾞﾙ,20493,,除草剤,ﾋﾟﾘﾐﾉﾊﾞｯｸﾒﾁﾙ,2,ﾌﾞﾛﾓﾌﾞﾁﾄﾞ,30,ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ,2,ﾍﾟﾝﾄｷｻｿﾞﾝ,14,,
ヒ,ﾋｴｸﾘｰﾝ1ｷﾛ粒剤,20499,,除草剤,ﾋﾟﾘﾐﾉﾊﾞｯｸﾒﾁﾙ,2,,,,,,,,
ヒ,ﾋﾞﾝｻｲﾄﾞ乳剤,20558,,除草剤,ﾌﾟﾛﾒﾄﾘﾝ,5,IPC,23,,,,,,
ア,ｱｰｸｴｰｽ粒剤,20603,,除草剤,ﾌﾞﾀｸﾛｰﾙ,15,ACN,0,,,,,,
シ,ｼｮｳｴｰｽﾌﾛｱﾌﾞﾙ,20625,,除草剤,ﾍﾞﾝｿﾞﾋﾞｼｸﾛﾝ,27,,,,,,,,
シ,ｼｮｳｴｰｽ1ｷﾛ粒剤,20626,,除草剤,ﾍﾞﾝｿﾞﾋﾞｼｸﾛﾝ,27,,,,,,,,
フ,ﾌｫｰｶｽｼｮｯﾄｼﾞｬﾝﾎﾞ,20634,,除草剤,ﾍﾞﾝｿﾞﾋﾞｼｸﾛﾝ,27,ﾍﾟﾝﾄｷｻｿﾞﾝ,14,,,,,,
シ,ｼﾊﾞｹﾞﾝ粒剤0.1,20651,,除草剤,ﾌﾗｻﾞｽﾙﾌﾛﾝ,2,,,,,,,,
ウ,ｳﾘﾎｽｼﾞｬﾝﾎﾞ,20656,,除草剤,ｼﾞﾒﾀﾒﾄﾘﾝ,5,ﾋﾟﾗｿﾞﾚｰﾄ,27,ﾌﾟﾚﾁﾗｸﾛｰﾙ,15,ﾍﾞﾝﾌﾚｾｰﾄ,15,,
ト,ﾄﾚﾃﾞｨﾌﾟﾗｽｼﾞｬﾝﾎﾞ,20692,,除草剤,ｵｷｻｼﾞｸﾛﾒﾎﾝ,30,ｸﾛﾒﾌﾟﾛｯﾌﾟ,4,ﾋﾟﾗｿﾞｽﾙﾌﾛﾝｴﾁﾙ,2,,,,
フ,ﾌﾘｰﾊﾟｽ除草ｽﾌﾟﾚｰ,20706,,除草剤,ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,9,,,,,,,,
ク,ｸｻﾄﾛｰｾﾞ除草ｽﾌﾟﾚｰ,20707,,除草剤,ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,9,,,,,,,,
ト,ﾄﾚﾃﾞｨﾌﾟﾗｽ1ｷﾛ粒剤,20708,,除草剤,ｵｷｻｼﾞｸﾛﾒﾎﾝ,30,ｸﾛﾒﾌﾟﾛｯﾌﾟ,4,ﾋﾟﾗｿﾞｽﾙﾌﾛﾝｴﾁﾙ,2,,,,
ホ,ﾎｸｺｰﾐｽﾀｰﾎｰﾑﾗﾝLｼﾞｬﾝﾎﾞ,20743,,除草剤,ｵｷｻｼﾞｸﾛﾒﾎﾝ,30,ｸﾛﾒﾌﾟﾛｯﾌﾟ,4,ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ,2,,,,
ミ,ﾐｽﾀｰﾎｰﾑﾗﾝLｼﾞｬﾝﾎﾞ,20744,,除草剤,ｵｷｻｼﾞｸﾛﾒﾎﾝ,30,ｸﾛﾒﾌﾟﾛｯﾌﾟ,4,ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ,2,,,,
タ,ﾀﾞﾌﾞﾙｱｯﾌﾟDG,20766,,除草剤,ｼｸﾛｽﾙﾌｧﾑﾛﾝ,2,,,,,,,,
タ,ﾀﾌﾗｰ乳剤80,20781,,除草剤,ﾌﾞﾀﾐﾎｽ,3,,,,,,,,
ク,ｸﾐｱｲｻｷﾄﾞﾘEW,20822,,除草剤,ﾌﾞﾀｸﾛｰﾙ,15,ﾍﾟﾝﾄｷｻｿﾞﾝ,14,,,,,,
マ,ﾏｰｼｪｯﾄｼﾞｬﾝﾎﾞ,20825,,除草剤,ﾌﾞﾀｸﾛｰﾙ,15,,,,,,,,
マ,ﾏｰｼｪｯﾄ1ｷﾛ粒剤,20826,,除草剤,ﾌﾞﾀｸﾛｰﾙ,15,,,,,,,,
シ,ｼﾝｼﾞｪﾝﾀ･ﾎｸﾄ粒剤,20846,,除草剤,ｼﾊﾛﾎｯﾌﾟﾌﾞﾁﾙ,1,ｼﾞﾒﾀﾒﾄﾘﾝ,5,ﾋﾟﾗｿﾞｽﾙﾌﾛﾝｴﾁﾙ,2,ﾌﾟﾚﾁﾗｸﾛｰﾙ,15,,
マ,ﾏｯｸﾜﾝﾌﾛｱﾌﾞﾙ,20861,,除草剤,ｸﾐﾙﾛﾝ,30,,,,,,,,
ヘ,ﾍﾞﾙﾍﾞｶｯﾄ乳剤,20870,,除草剤,ﾌﾙﾁｱｾｯﾄﾒﾁﾙ,14,,,,,,,,
ウ,ｳｴｽﾌﾛｱﾌﾞﾙ,20881,,除草剤,ﾋﾟﾗｿﾞﾚｰﾄ,27,ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ,15,ﾍﾞﾝｿﾞﾋﾞｼｸﾛﾝ,27,,,,
ホ,ﾎｸｺｰﾐｽﾀｰﾎｰﾑﾗﾝ1ｷﾛ粒剤51,20933,,除草剤,ｵｷｻｼﾞｸﾛﾒﾎﾝ,30,ｸﾛﾒﾌﾟﾛｯﾌﾟ,4,ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ,2,,,,
ミ,ﾐｽﾀｰﾎｰﾑﾗﾝ1ｷﾛ粒剤51,20934,,除草剤,ｵｷｻｼﾞｸﾛﾒﾎﾝ,30,ｸﾛﾒﾌﾟﾛｯﾌﾟ,4,ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ,2,,,,
オ,ｵｰﾙｷﾗｰ粒剤,20936,,除草剤,ｶﾙﾌﾞﾁﾚｰﾄ,「-」,,,,,,,,
ネ,ﾈﾋﾞﾛｽ-ﾗｼﾞｶﾙｼﾞｬﾝﾎﾞ,20937,,除草剤,ｶﾌｪﾝｽﾄﾛｰﾙ,15,ｼｸﾛｽﾙﾌｧﾑﾛﾝ,2,ﾀﾞｲﾑﾛﾝ,0,,,,
タ,ﾀﾞﾌﾞﾙｽﾀｰSB顆粒,20944,,除草剤,ﾋﾟﾗｿﾞｽﾙﾌﾛﾝｴﾁﾙ,2,ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ,15,ﾍﾞﾝｿﾞﾋﾞｼｸﾛﾝ,27,,,,
S,SDSﾀﾞﾌﾞﾙｽﾀｰSB顆粒,20945,,除草剤,ﾋﾟﾗｿﾞｽﾙﾌﾛﾝｴﾁﾙ,2,ﾌｪﾝﾄﾗｻﾞﾐﾄﾞ,15,ﾍﾞﾝｿﾞﾋﾞｼｸﾛﾝ,27,,,,
イ,ｲｯﾃﾂﾌﾛｱﾌﾞﾙ,20946,,除草剤,ｲﾏｿﾞｽﾙﾌﾛﾝ,2,ｶﾌｪﾝｽﾄﾛｰﾙ,15,ﾍﾞﾝｿﾞﾋﾞｼｸﾛﾝ,27,,,,
S,SDSｲｯﾃﾂﾌﾛｱﾌﾞﾙ,20947,,除草剤,ｲﾏｿﾞｽﾙﾌﾛﾝ,2,ｶﾌｪﾝｽﾄﾛｰﾙ,15,ﾍﾞﾝｿﾞﾋﾞｼｸﾛﾝ,27,,,,
